Entity,Code,Year,Life expectancy,World region according to OWID,Life expectancy (Annotations)
Philippines,PHL,1980,61.129,Asia,
Philippines,PHL,1985,63.188,Asia,
Philippines,PHL,1990,65.9093,Asia,
Philippines,PHL,1995,68.2231,Asia,
Philippines,PHL,2000,69.4134,Asia,
Philippines,PHL,2005,70.2402,Asia,
Philippines,PHL,2010,70.7542,Asia,
Philippines,PHL,2015,71.2684,Asia,
Philippines,PHL,2020,72.1191,Asia,
Poland,POL,1870,31.34892,Europe,
Poland,POL,1880,32.11066,Europe,
Poland,POL,1890,32.54902,Europe,
Poland,POL,1900,36.973133,Europe,
Poland,POL,1913,39.72356,Europe,
Poland,POL,1925,48.2,Europe,
Poland,POL,1929,49.8,Europe,
Poland,POL,1933,49.8,Europe,
Poland,POL,1938,51.4,Europe,
Poland,POL,1950,61.439,Europe,
Poland,POL,1955,65.893,Europe,
Poland,POL,1960,67.82,Europe,
Poland,POL,1965,69.48,Europe,
Poland,POL,1970,69.59,Europe,
Poland,POL,1975,70.44,Europe,
Poland,POL,1980,69.95,Europe,
Poland,POL,1985,70.34,Europe,
Poland,POL,1990,70.678,Europe,
Poland,POL,1995,71.9193,Europe,
Poland,POL,2000,73.7335,Europe,
Poland,POL,2005,75.0936,Europe,
Poland,POL,2010,76.3175,Europe,
Poland,POL,2015,77.4151,Europe,
Poland,POL,2020,76.9424,Europe,
Portugal,PRT,1870,36,Europe,
Portugal,PRT,1880,38,Europe,
Portugal,PRT,1890,43,Europe,
Portugal,PRT,1900,44,Europe,
Portugal,PRT,1913,44,Europe,
Portugal,PRT,1925,45.45,Europe,
Portugal,PRT,1929,47,Europe,
Portugal,PRT,1933,49.66,Europe,
Portugal,PRT,1938,50.7,Europe,
Portugal,PRT,1950,58.47,Europe,
Portugal,PRT,1955,61.4,Europe,
Portugal,PRT,1960,64.15,Europe,
Portugal,PRT,1965,66.09,Europe,
Portugal,PRT,1970,67.06,Europe,
Portugal,PRT,1975,68.84,Europe,
Portugal,PRT,1980,71.66,Europe,
Portugal,PRT,1985,73.21,Europe,
Portugal,PRT,1990,74.304,Europe,
Portugal,PRT,1995,75.5501,Europe,
Portugal,PRT,2000,76.8304,Europe,
Portugal,PRT,2005,78.3053,Europe,
Portugal,PRT,2010,80.035,Europe,
Portugal,PRT,2015,81.2093,Europe,
Portugal,PRT,2020,81.0545,Europe,
Qatar,QAT,1870,25,Asia,
Qatar,QAT,1880,25,Asia,
Qatar,QAT,1890,25,Asia,
Qatar,QAT,1900,25,Asia,
Qatar,QAT,1913,26,Asia,
Qatar,QAT,1925,26,Asia,
Qatar,QAT,1929,26,Asia,
Qatar,QAT,1933,26,Asia,
Qatar,QAT,1938,26,Asia,
Qatar,QAT,1950,48,Asia,
Qatar,QAT,1955,51.05,Asia,
Qatar,QAT,1960,53.41317,Asia,
Qatar,QAT,1965,57.40927,Asia,
Qatar,QAT,1970,61.10585,Asia,
Qatar,QAT,1975,64.30195,Asia,
Qatar,QAT,1980,66.124,Asia,
Qatar,QAT,1985,67.75,Asia,
Qatar,QAT,1990,73.9817,Asia,
Qatar,QAT,1995,74.2499,Asia,
Qatar,QAT,2000,74.8279,Asia,
Qatar,QAT,2005,76.0637,Asia,
Qatar,QAT,2010,78.4251,Asia,
Qatar,QAT,2015,80.0639,Asia,
Qatar,QAT,2020,79.0987,Asia,
Romania,ROU,1870,30.129192,Europe,
Romania,ROU,1880,30.878262,Europe,
Romania,ROU,1890,32.04348,Europe,
Romania,ROU,1900,34.95652,Europe,
Romania,ROU,1913,37.652172,Europe,
Romania,ROU,1925,39.391304,Europe,
Romania,ROU,1929,42,Europe,
Romania,ROU,1933,42,Europe,
Romania,ROU,1938,48.7,Europe,
Romania,ROU,1950,61.1,Europe,
Romania,ROU,1955,63.235,Europe,
Romania,ROU,1960,65.45731,Europe,
Romania,ROU,1965,68.43049,Europe,
Romania,ROU,1970,68.49024,Europe,
Romania,ROU,1975,69.6139,Europe,
Romania,ROU,1980,69.596,Europe,
Romania,ROU,1985,69.622,Europe,
Romania,ROU,1990,69.729,Europe,
Romania,ROU,1995,69.5602,Europe,
Romania,ROU,2000,71.2823,Europe,
Romania,ROU,2005,70.6095,Europe,
Romania,ROU,2010,73.9959,Europe,
Romania,ROU,2015,74.7901,Europe,
Romania,ROU,2020,75.3456,Europe,
Russia,RUS,1870,28.675,Europe,
Russia,RUS,1880,29.55,Europe,
Russia,RUS,1890,30.85,Europe,
Russia,RUS,1900,32.575,Europe,
Russia,RUS,1913,33.45,Europe,
Russia,RUS,1925,43,Europe,
Russia,RUS,1929,44.36,Europe,
Russia,RUS,1933,45.6,Europe,
Russia,RUS,1938,46.92,Europe,
Russia,RUS,1950,58.518,Europe,
Russia,RUS,1955,64.797,Europe,
Russia,RUS,1960,68.7,Europe,
Russia,RUS,1965,69.5,Europe,
Russia,RUS,1970,68.83,Europe,
Russia,RUS,1975,68.32,Europe,
Russia,RUS,1980,67.48,Europe,
Russia,RUS,1985,68.26,Europe,
Russia,RUS,1990,68.5354,Europe,
Russia,RUS,1995,64.101,Europe,
Russia,RUS,2000,65.2711,Europe,
Russia,RUS,2005,66.0746,Europe,
Russia,RUS,2010,69.386,Europe,
Russia,RUS,2015,72.1006,Europe,
Russia,RUS,2020,71.3423,Europe,
Rwanda,RWA,1870,25,Africa,
Rwanda,RWA,1880,25,Africa,
Rwanda,RWA,1890,25,Africa,
Rwanda,RWA,1900,25,Africa,
Rwanda,RWA,1913,28.839233,Africa,
Rwanda,RWA,1925,28.839233,Africa,
Rwanda,RWA,1929,33.822594,Africa,
Rwanda,RWA,1933,33.822594,Africa,
Rwanda,RWA,1938,33.5,Africa,
Rwanda,RWA,1950,40,Africa,
Rwanda,RWA,1955,41.5,Africa,
Rwanda,RWA,1960,42.36098,Africa,
Rwanda,RWA,1965,43.62098,Africa,
Rwanda,RWA,1970,44.36098,Africa,
Rwanda,RWA,1975,44.80098,Africa,
Rwanda,RWA,1980,45.883,Africa,
Rwanda,RWA,1985,46.79,Africa,
Rwanda,RWA,1990,48.4312,Africa,
Rwanda,RWA,1995,39.9692,Africa,
Rwanda,RWA,2000,47.1292,Africa,
Rwanda,RWA,2005,57.316,Africa,
Rwanda,RWA,2010,62.5397,Africa,
Rwanda,RWA,2015,65.2977,Africa,
Rwanda,RWA,2020,66.7741,Africa,
Saint Kitts and Nevis,KNA,1950,56.18312,North America,
Saint Kitts and Nevis,KNA,1955,58.88143,North America,
Saint Kitts and Nevis,KNA,1960,60,North America,
Saint Kitts and Nevis,KNA,1965,60.95372,North America,
Saint Kitts and Nevis,KNA,1970,62.646374,North America,
Saint Kitts and Nevis,KNA,1975,63.955875,North America,
Saint Kitts and Nevis,KNA,1980,65.041,North America,
Saint Kitts and Nevis,KNA,1985,66.021,North America,
Saint Kitts and Nevis,KNA,1990,65.1875,North America,
Saint Kitts and Nevis,KNA,1995,67.1523,North America,
Saint Kitts and Nevis,KNA,2000,69.7815,North America,
Saint Kitts and Nevis,KNA,2005,71.3616,North America,
Saint Kitts and Nevis,KNA,2010,71.2705,North America,
Saint Kitts and Nevis,KNA,2015,70.763,North America,
Saint Kitts and Nevis,KNA,2020,71.6266,North America,
Saint Lucia,LCA,1950,54.13,North America,
Saint Lucia,LCA,1955,56.83,North America,
Saint Lucia,LCA,1960,56.75854,North America,
Saint Lucia,LCA,1965,59.50732,North America,
Saint Lucia,LCA,1970,62.2561,North America,
Saint Lucia,LCA,1975,65.12902,North America,
Saint Lucia,LCA,1980,69.43,North America,
Saint Lucia,LCA,1985,70.913,North America,
Saint Lucia,LCA,1990,70.3261,North America,
Saint Lucia,LCA,1995,71.0024,North America,
Saint Lucia,LCA,2000,70.7678,North America,
Saint Lucia,LCA,2005,72.2445,North America,
Saint Lucia,LCA,2010,72.7196,North America,
Saint Lucia,LCA,2015,73.1381,North America,
Saint Lucia,LCA,2020,73.416,North America,
Saint Vincent and the Grenadines,VCT,1950,51.15,North America,
Saint Vincent and the Grenadines,VCT,1955,52.25,North America,
Saint Vincent and the Grenadines,VCT,1960,59.03659,North America,
Saint Vincent and the Grenadines,VCT,1965,61.02683,North America,
Saint Vincent and the Grenadines,VCT,1970,63.01707,North America,
Saint Vincent and the Grenadines,VCT,1975,65.07244,North America,
Saint Vincent and the Grenadines,VCT,1980,65.833,North America,
Saint Vincent and the Grenadines,VCT,1985,67.759,North America,
Saint Vincent and the Grenadines,VCT,1990,72.3797,North America,
Saint Vincent and the Grenadines,VCT,1995,72.0974,North America,
Saint Vincent and the Grenadines,VCT,2000,71.3772,North America,
Saint Vincent and the Grenadines,VCT,2005,73.5161,North America,
Saint Vincent and the Grenadines,VCT,2010,74.7184,North America,
Saint Vincent and the Grenadines,VCT,2015,74.4071,North America,
Saint Vincent and the Grenadines,VCT,2020,72.1256,North America,
Sao Tome and Principe,STP,1950,46.401,Africa,
Sao Tome and Principe,STP,1955,48.894,Africa,
Sao Tome and Principe,STP,1960,51.848,Africa,
Sao Tome and Principe,STP,1965,54.393,Africa,
Sao Tome and Principe,STP,1970,55.86846,Africa,
Sao Tome and Principe,STP,1975,58.94059,Africa,
Sao Tome and Principe,STP,1980,59.505,Africa,
Sao Tome and Principe,STP,1985,61.102,Africa,
Sao Tome and Principe,STP,1990,61.471,Africa,
Sao Tome and Principe,STP,1995,61.0556,Africa,
Sao Tome and Principe,STP,2000,61.6554,Africa,
Sao Tome and Principe,STP,2005,63.7089,Africa,
Sao Tome and Principe,STP,2010,65.2486,Africa,
Sao Tome and Principe,STP,2015,67.2491,Africa,
Sao Tome and Principe,STP,2020,67.7848,Africa,
Saudi Arabia,SAU,1870,25,Asia,
Saudi Arabia,SAU,1880,25,Asia,
Saudi Arabia,SAU,1890,25,Asia,
Saudi Arabia,SAU,1900,25,Asia,
Saudi Arabia,SAU,1913,25,Asia,
Saudi Arabia,SAU,1925,25,Asia,
Saudi Arabia,SAU,1929,27.5,Asia,
Saudi Arabia,SAU,1933,30,Asia,
Saudi Arabia,SAU,1938,34,Asia,
Saudi Arabia,SAU,1950,39.9,Asia,
Saudi Arabia,SAU,1955,42.9,Asia,
Saudi Arabia,SAU,1960,44.70341,Asia,
Saudi Arabia,SAU,1965,48.31902,Asia,
Saudi Arabia,SAU,1970,52.31415,Asia,
Saudi Arabia,SAU,1975,56.79805,Asia,
Saudi Arabia,SAU,1980,61.022,Asia,
Saudi Arabia,SAU,1985,64.922,Asia,
Saudi Arabia,SAU,1990,68.9485,Asia,
Saudi Arabia,SAU,1995,71.0109,Asia,
Saudi Arabia,SAU,2000,72.4667,Asia,
Saudi Arabia,SAU,2005,74.5883,Asia,
Saudi Arabia,SAU,2010,75.7629,Asia,
Saudi Arabia,SAU,2015,76.9185,Asia,
Saudi Arabia,SAU,2020,76.2392,Asia,
Senegal,SEN,1870,25,Africa,
Senegal,SEN,1880,25,Africa,
Senegal,SEN,1890,25,Africa,
Senegal,SEN,1900,25,Africa,
Senegal,SEN,1913,25,Africa,
Senegal,SEN,1925,25,Africa,
Senegal,SEN,1929,30.1,Africa,
Senegal,SEN,1933,30.1,Africa,
Senegal,SEN,1938,36.4,Africa,
Senegal,SEN,1950,36.5,Africa,
Senegal,SEN,1955,37,Africa,
Senegal,SEN,1960,37.90976,Africa,
Senegal,SEN,1965,39.0078,Africa,
Senegal,SEN,1970,40.86,Africa,
Senegal,SEN,1975,43.09268,Africa,
Senegal,SEN,1980,47.385,Africa,
Senegal,SEN,1985,50.055,Africa,
Senegal,SEN,1990,56.9484,Africa,
Senegal,SEN,1995,56.8385,Africa,
Senegal,SEN,2000,56.9434,Africa,
Senegal,SEN,2005,60.9152,Africa,
Senegal,SEN,2010,64.6154,Africa,
Senegal,SEN,2015,66.8794,Africa,
Senegal,SEN,2020,68.0064,Africa,
Serbia,SRB,1870,31.95555,Europe,
Serbia,SRB,1880,32.750023,Europe,
Serbia,SRB,1890,33.985874,Europe,
Serbia,SRB,1900,37.0755,Europe,
Serbia,SRB,1913,39.934555,Europe,
Serbia,SRB,1925,41.779106,Europe,
Serbia,SRB,1929,44.545937,Europe,
Serbia,SRB,1933,45.05592,Europe,
Serbia,SRB,1938,51.024,Europe,
Serbia,SRB,1950,58.125,Europe,
Serbia,SRB,1955,63.025,Europe,
Serbia,SRB,1960,63.33317,Europe,
Serbia,SRB,1965,65.90341,Europe,
Serbia,SRB,1970,67.93561,Europe,
Serbia,SRB,1975,69.60927,Europe,
Serbia,SRB,1980,73.735,Europe,
Serbia,SRB,1985,74.518,Europe,
Serbia,SRB,1990,70.3146,Europe,
Serbia,SRB,1995,71.7694,Europe,
Serbia,SRB,2000,71.4392,Europe,
Serbia,SRB,2005,72.7092,Europe,
Serbia,SRB,2010,74.3753,Europe,
Serbia,SRB,2015,75.8172,Europe,
Serbia,SRB,2020,75.4057,Europe,
Seychelles,SYC,1950,57.964,Africa,
Seychelles,SYC,1955,59.414,Africa,
Seychelles,SYC,1960,63.35,Africa,
Seychelles,SYC,1965,64.4,Africa,
Seychelles,SYC,1970,64.95,Africa,
Seychelles,SYC,1975,67.85,Africa,
Seychelles,SYC,1980,66.637,Africa,
Seychelles,SYC,1985,68.85,Africa,
Seychelles,SYC,1990,69.0142,Africa,
Seychelles,SYC,1995,68.5282,Africa,
Seychelles,SYC,2000,69.7218,Africa,
Seychelles,SYC,2005,71.5618,Africa,
Seychelles,SYC,2010,72.9703,Africa,
Seychelles,SYC,2015,73.6979,Africa,
Seychelles,SYC,2020,73.5324,Africa,
Sierra Leone,SLE,1870,25,Africa,
Sierra Leone,SLE,1880,25,Africa,
Sierra Leone,SLE,1890,25,Africa,
Sierra Leone,SLE,1900,25,Africa,
Sierra Leone,SLE,1913,25,Africa,
Sierra Leone,SLE,1925,25,Africa,
Sierra Leone,SLE,1929,25,Africa,
Sierra Leone,SLE,1933,25,Africa,
Sierra Leone,SLE,1938,26.712175,Africa,
Sierra Leone,SLE,1950,30.05,Africa,
Sierra Leone,SLE,1955,31.05,Africa,
Sierra Leone,SLE,1960,31.61463,Africa,
Sierra Leone,SLE,1965,32.8839,Africa,
Sierra Leone,SLE,1970,34.36341,Africa,
Sierra Leone,SLE,1975,35.08342,Africa,
Sierra Leone,SLE,1980,41.763,Africa,
Sierra Leone,SLE,1985,42.39,Africa,
Sierra Leone,SLE,1990,44.0568,Africa,
Sierra Leone,SLE,1995,42.7157,Africa,
Sierra Leone,SLE,2000,45.0503,Africa,
Sierra Leone,SLE,2005,48.2373,Africa,
Sierra Leone,SLE,2010,53.6932,Africa,
Sierra Leone,SLE,2015,57.189,Africa,
Sierra Leone,SLE,2020,59.7632,Africa,
Singapore,SGP,1870,25,Asia,
Singapore,SGP,1880,25,Asia,
Singapore,SGP,1890,25,Asia,
Singapore,SGP,1900,25,Asia,
Singapore,SGP,1913,25,Asia,
Singapore,SGP,1925,25,Asia,
Singapore,SGP,1929,25.03485,Asia,
Singapore,SGP,1933,29.505358,Asia,
Singapore,SGP,1938,31.175472,Asia,
Singapore,SGP,1950,60.45,Asia,
Singapore,SGP,1955,63.2,Asia,
Singapore,SGP,1960,63.68147,Asia,
Singapore,SGP,1965,65.72634,Asia,
Singapore,SGP,1970,67.74097,Asia,
Singapore,SGP,1975,69.89268,Asia,
Singapore,SGP,1980,71.236,Asia,
Singapore,SGP,1985,72.546,Asia,
Singapore,SGP,1990,74.9444,Asia,
Singapore,SGP,1995,75.9757,Asia,
Singapore,SGP,2000,79.0691,Asia,
Singapore,SGP,2005,80.3541,Asia,
Singapore,SGP,2010,81.691,Asia,
Singapore,SGP,2015,82.8265,Asia,
Singapore,SGP,2020,82.861,Asia,
Slovakia,SVK,1990,70.8202,Europe,
Slovakia,SVK,1995,72.255,Europe,
Slovakia,SVK,2000,73.1407,Europe,
Slovakia,SVK,2005,74.1572,Europe,
Slovakia,SVK,2010,75.495,Europe,
Slovakia,SVK,2015,76.6493,Europe,
Slovakia,SVK,2020,77.0054,Europe,
Slovenia,SVN,1980,71.229,Europe,
Slovenia,SVN,1985,71.74,Europe,
Slovenia,SVN,1990,73.5151,Europe,
Slovenia,SVN,1995,74.5783,Europe,
Slovenia,SVN,2000,76.1957,Europe,
Slovenia,SVN,2005,77.7151,Europe,
Slovenia,SVN,2010,79.7039,Europe,
Slovenia,SVN,2015,80.8218,Europe,
Slovenia,SVN,2020,80.4409,Europe,
South Africa,ZAF,1870,30,Africa,
South Africa,ZAF,1880,31.3,Africa,
South Africa,ZAF,1890,33.7,Africa,
South Africa,ZAF,1900,35,Africa,
South Africa,ZAF,1913,36.18707,Africa,
South Africa,ZAF,1925,37,Africa,
South Africa,ZAF,1929,37.5,Africa,
South Africa,ZAF,1933,38.1,Africa,
South Africa,ZAF,1938,40,Africa,
South Africa,ZAF,1950,45,Africa,
South Africa,ZAF,1955,48,Africa,
South Africa,ZAF,1960,49.1561,Africa,
South Africa,ZAF,1965,51.1439,Africa,
South Africa,ZAF,1970,53.13171,Africa,
South Africa,ZAF,1975,55.12683,Africa,
South Africa,ZAF,1980,56.792,Africa,
South Africa,ZAF,1985,59.514,Africa,
South Africa,ZAF,1990,63.3753,Africa,
South Africa,ZAF,1995,62.2616,Africa,
South Africa,ZAF,2000,58.4704,Africa,
South Africa,ZAF,2005,53.9797,Africa,
South Africa,ZAF,2010,58.8987,Africa,
South Africa,ZAF,2015,63.9499,Africa,
South Africa,ZAF,2020,65.2522,Africa,
South Asia (AHDI),,1870,25,,
South Asia (AHDI),,1880,25.474693,,
South Asia (AHDI),,1890,25.073088,,
South Asia (AHDI),,1900,25.10123,,
South Asia (AHDI),,1913,25.102606,,
South Asia (AHDI),,1925,28.029032,,
South Asia (AHDI),,1929,29.461437,,
South Asia (AHDI),,1933,31.079334,,
South Asia (AHDI),,1938,32.804222,,
South Asia (AHDI),,1950,40.562366,,
South Asia (AHDI),,1955,41.15701,,
South Asia (AHDI),,1960,43.93278,,
South Asia (AHDI),,1965,46.554337,,
South Asia (AHDI),,1970,48.891605,,
South Asia (AHDI),,1975,51.289806,,
South Asia (AHDI),,1980,54.552933,,
South Asia (AHDI),,1985,56.445038,,
South Asia (AHDI),,1990,58.543755,,
South Asia (AHDI),,1995,60.453835,,
South Asia (AHDI),,2000,62.889458,,
South Asia (AHDI),,2005,64.92674,,
South Asia (AHDI),,2010,66.7621,,
South Asia (AHDI),,2015,69.155785,,
South Asia (AHDI),,2020,69.74995,,
South Korea,KOR,1870,25,Asia,
South Korea,KOR,1880,25,Asia,
South Korea,KOR,1890,25,Asia,
South Korea,KOR,1900,25,Asia,
South Korea,KOR,1913,25,Asia,
South Korea,KOR,1925,29.5,Asia,
South Korea,KOR,1929,33.60512,Asia,
South Korea,KOR,1933,37.38824,Asia,
South Korea,KOR,1938,42.57104,Asia,
South Korea,KOR,1950,47.924,Asia,
South Korea,KOR,1955,51.231,Asia,
South Korea,KOR,1960,52.4,Asia,
South Korea,KOR,1965,58.838,Asia,
South Korea,KOR,1970,62.1,Asia,
South Korea,KOR,1975,64.1,Asia,
South Korea,KOR,1980,65.9,Asia,
South Korea,KOR,1985,68.6,Asia,
South Korea,KOR,1990,71.9401,Asia,
South Korea,KOR,1995,73.9409,Asia,
South Korea,KOR,2000,76.4661,Asia,
South Korea,KOR,2005,78.5192,Asia,
South Korea,KOR,2010,80.763,Asia,
South Korea,KOR,2015,82.5605,Asia,
South Korea,KOR,2020,83.6089,Asia,
Spain,ESP,1870,30.1,Europe,
Spain,ESP,1880,32.1,Europe,
Spain,ESP,1890,34.1,Europe,
Spain,ESP,1900,35.03658,Europe,
Spain,ESP,1913,42.61,Europe,
Spain,ESP,1925,46.98,Europe,
Spain,ESP,1929,49.49,Europe,
Spain,ESP,1933,51.6,Europe,
Spain,ESP,1938,47.6,Europe,
Spain,ESP,1950,61.78,Europe,
Spain,ESP,1955,66.73,Europe,
Spain,ESP,1960,69.23,Europe,
Spain,ESP,1965,70.93,Europe,
Spain,ESP,1970,72.15,Europe,
Spain,ESP,1975,73.49,Europe,
Spain,ESP,1980,75.53,Europe,
Spain,ESP,1985,76.41,Europe,
Spain,ESP,1990,77.0017,Europe,
Spain,ESP,1995,78.2029,Europe,
Spain,ESP,2000,79.4172,Europe,
Spain,ESP,2005,80.3283,Europe,
Spain,ESP,2010,82.0214,Europe,
Spain,ESP,2015,82.6464,Europe,
Spain,ESP,2020,82.2892,Europe,
Sri Lanka,LKA,1870,25,Asia,
Sri Lanka,LKA,1880,29,Asia,
Sri Lanka,LKA,1890,31.3,Asia,
Sri Lanka,LKA,1900,32.6,Asia,
Sri Lanka,LKA,1913,31.7,Asia,
Sri Lanka,LKA,1925,32.7,Asia,
Sri Lanka,LKA,1929,38.25,Asia,
Sri Lanka,LKA,1933,39,Asia,
Sri Lanka,LKA,1938,45.75,Asia,
Sri Lanka,LKA,1950,57.036,Asia,
Sri Lanka,LKA,1955,60.5,Asia,
Sri Lanka,LKA,1960,60.14829,Asia,
Sri Lanka,LKA,1965,62.60195,Asia,
Sri Lanka,LKA,1970,64.64976,Asia,
Sri Lanka,LKA,1975,66.17073,Asia,
Sri Lanka,LKA,1980,67.8,Asia,
Sri Lanka,LKA,1985,68.873,Asia,
Sri Lanka,LKA,1990,71.9268,Asia,
Sri Lanka,LKA,1995,72.2601,Asia,
Sri Lanka,LKA,2000,70.355,Asia,
Sri Lanka,LKA,2005,72.1182,Asia,
Sri Lanka,LKA,2010,73.215,Asia,
Sri Lanka,LKA,2015,74.9275,Asia,
Sri Lanka,LKA,2020,76.3929,Asia,
Sub Saharan Africa (AHDI),,1870,25.3899,,
Sub Saharan Africa (AHDI),,1880,25.497128,,
Sub Saharan Africa (AHDI),,1890,25.700542,,
Sub Saharan Africa (AHDI),,1900,26.081434,,
Sub Saharan Africa (AHDI),,1913,26.628735,,
Sub Saharan Africa (AHDI),,1925,27.082111,,
Sub Saharan Africa (AHDI),,1929,28.543411,,
Sub Saharan Africa (AHDI),,1933,29.078646,,
Sub Saharan Africa (AHDI),,1938,32.077293,,
Sub Saharan Africa (AHDI),,1950,36.91909,,
Sub Saharan Africa (AHDI),,1955,38.97449,,
Sub Saharan Africa (AHDI),,1960,40.22872,,
Sub Saharan Africa (AHDI),,1965,42.20245,,
Sub Saharan Africa (AHDI),,1970,44.201687,,
Sub Saharan Africa (AHDI),,1975,46.051147,,
Sub Saharan Africa (AHDI),,1980,48.24318,,
Sub Saharan Africa (AHDI),,1985,49.393703,,
Sub Saharan Africa (AHDI),,1990,49.975353,,
Sub Saharan Africa (AHDI),,1995,50.220497,,
Sub Saharan Africa (AHDI),,2000,51.288128,,
Sub Saharan Africa (AHDI),,2005,53.508728,,
Sub Saharan Africa (AHDI),,2010,56.956295,,
Sub Saharan Africa (AHDI),,2015,59.6788,,
Sub Saharan Africa (AHDI),,2020,60.968952,,
Sudan,SDN,1870,25,Africa,
Sudan,SDN,1880,25,Africa,
Sudan,SDN,1890,25,Africa,
Sudan,SDN,1900,25,Africa,
Sudan,SDN,1913,25,Africa,
Sudan,SDN,1925,25,Africa,
Sudan,SDN,1929,25,Africa,
Sudan,SDN,1933,25,Africa,
Sudan,SDN,1938,27.000542,Africa,
Sudan,SDN,1950,37.7,Africa,
Sudan,SDN,1955,38.7,Africa,
Sudan,SDN,1960,39.26585,Africa,
Sudan,SDN,1965,40.86585,Africa,
Sudan,SDN,1970,42.86585,Africa,
Sudan,SDN,1975,45.46585,Africa,
Sudan,SDN,1980,49.485,Africa,
Sudan,SDN,1985,50.925,Africa,
Sudan,SDN,1990,49.7321,Africa,
Sudan,SDN,1995,51.991,Africa,
Sudan,SDN,2000,58.3185,Africa,
Sudan,SDN,2005,57.2786,Africa,
Sudan,SDN,2010,63.0161,Africa,
Sudan,SDN,2015,64.6587,Africa,
Sudan,SDN,2020,65.6136,Africa,
Suriname,SUR,1950,56.01,South America,
Suriname,SUR,1955,58.7,South America,
Suriname,SUR,1960,59.81512,South America,
Suriname,SUR,1965,61.6922,South America,
Suriname,SUR,1970,63.40536,South America,
Suriname,SUR,1975,64.73073,South America,
Suriname,SUR,1980,65.829,South America,
Suriname,SUR,1985,66.848,South America,
Suriname,SUR,1990,64.2298,South America,
Suriname,SUR,1995,65.3371,South America,
Suriname,SUR,2000,65.5077,South America,
Suriname,SUR,2005,67.0025,South America,
Suriname,SUR,2010,69.8945,South America,
Suriname,SUR,2015,70.8003,South America,
Suriname,SUR,2020,72.5615,South America,
Sweden,SWE,1870,45.02,Europe,
Sweden,SWE,1880,47.67,Europe,
Sweden,SWE,1890,50.44,Europe,
Sweden,SWE,1900,52.23,Europe,
Sweden,SWE,1913,58.59,Europe,
Sweden,SWE,1925,62.51,Europe,
Sweden,SWE,1929,62.29,Europe,
Sweden,SWE,1933,64.8,Europe,
Sweden,SWE,1938,65.54,Europe,
Sweden,SWE,1950,71.14,Europe,
Sweden,SWE,1955,72.59,Europe,
Sweden,SWE,1960,73.04,Europe,
Sweden,SWE,1965,73.87,Europe,
Sweden,SWE,1970,74.66,Europe,
Sweden,SWE,1975,74.98,Europe,
Sweden,SWE,1980,75.74,Europe,
Sweden,SWE,1985,76.69,Europe,
Sweden,SWE,1990,77.5883,Europe,
Sweden,SWE,1995,78.8214,Europe,
Sweden,SWE,2000,79.7382,Europe,
Sweden,SWE,2005,80.621,Europe,
Sweden,SWE,2010,81.5187,Europe,
Sweden,SWE,2015,82.1834,Europe,
Sweden,SWE,2020,82.4274,Europe,
Switzerland,CHE,1870,41.9,Europe,
Switzerland,CHE,1880,42.47,Europe,
Switzerland,CHE,1890,45.01,Europe,
Switzerland,CHE,1900,47.59,Europe,
Switzerland,CHE,1913,54.23,Europe,
Switzerland,CHE,1925,59.91,Europe,
Switzerland,CHE,1929,60.14,Europe,
Switzerland,CHE,1933,62.37,Europe,
Switzerland,CHE,1938,63.83,Europe,
Switzerland,CHE,1950,68.91,Europe,
Switzerland,CHE,1955,70.07,Europe,
Switzerland,CHE,1960,71.41,Europe,
Switzerland,CHE,1965,72.32,Europe,
Switzerland,CHE,1970,73.12,Europe,
Switzerland,CHE,1975,74.79,Europe,
Switzerland,CHE,1980,75.59,Europe,
Switzerland,CHE,1985,76.88,Europe,
Switzerland,CHE,1990,77.3849,Europe,
Switzerland,CHE,1995,78.5648,Europe,
Switzerland,CHE,2000,79.8335,Europe,
Switzerland,CHE,2005,81.2338,Europe,
Switzerland,CHE,2010,82.2831,Europe,
Switzerland,CHE,2015,82.8468,Europe,
Switzerland,CHE,2020,83.067,Europe,
Syria,SYR,1870,25,Asia,
Syria,SYR,1880,25,Asia,
Syria,SYR,1890,25,Asia,
Syria,SYR,1900,25,Asia,
Syria,SYR,1913,25,Asia,
Syria,SYR,1925,25,Asia,
Syria,SYR,1929,30,Asia,
Syria,SYR,1933,30,Asia,
Syria,SYR,1938,40,Asia,
Syria,SYR,1950,46,Asia,
Syria,SYR,1955,48.5,Asia,
Syria,SYR,1960,49.99854,Asia,
Syria,SYR,1965,52.78488,Asia,
Syria,SYR,1970,55.79122,Asia,
Syria,SYR,1975,58.83756,Asia,
Syria,SYR,1980,63.008,Asia,
Syria,SYR,1985,65.87,Asia,
Syria,SYR,1990,69.8172,Asia,
Syria,SYR,1995,70.4163,Asia,
Syria,SYR,2000,70.7639,Asia,
Syria,SYR,2005,72.7685,Asia,
Syria,SYR,2010,73.8808,Asia,
Syria,SYR,2015,65.1239,Asia,
Syria,SYR,2020,72.1399,Asia,
Taiwan,TWN,1870,25,Asia,
Taiwan,TWN,1880,25,Asia,
Taiwan,TWN,1890,25,Asia,
Taiwan,TWN,1900,27.7,Asia,
Taiwan,TWN,1913,29,Asia,
Taiwan,TWN,1925,38.6,Asia,
Taiwan,TWN,1929,40.95,Asia,
Taiwan,TWN,1933,42.1,Asia,
Taiwan,TWN,1938,43.4,Asia,
